scenario_id,user_id,scenario,is_malicious,start_date,end_date,description
S0172,UUQ7472,business_travel,0,2026-05-25,2026-05-28,Business travel decoy: sessions from GB during a work trip (a country previously visited on business); access pattern and hours remain normal.
S0189,WZM1211,business_travel,0,2026-05-25,2026-06-01,Business travel decoy: sessions from US during a work trip (a country previously visited on business); access pattern and hours remain normal.
S0164,MDD1815,business_travel,0,2026-05-27,2026-06-05,Business travel decoy: sessions from IN during a work trip (first visit to this country); access pattern and hours remain normal.
S0192,ENQ5809,business_travel,0,2026-05-30,2026-06-07,Business travel decoy: sessions from GB during a work trip (a country previously visited on business); access pattern and hours remain normal.
S0165,BKG0428,business_travel,0,2026-06-04,2026-06-12,Business travel decoy: sessions from BR during a work trip (a country previously visited on business); access pattern and hours remain normal.
S0176,BNC0564,business_travel,0,2026-06-06,2026-06-09,Business travel decoy: sessions from DE during a work trip (first visit to this country); access pattern and hours remain normal.
S0167,NNN7074,business_travel,0,2026-06-10,2026-06-19,Business travel decoy: sessions from BR during a work trip (first visit to this country); access pattern and hours remain normal.
S0179,JQS8684,business_travel,0,2026-06-11,2026-06-13,Business travel decoy: sessions from IN during a work trip (a country previously visited on business); access pattern and hours remain normal.
S0183,MHF4555,business_travel,0,2026-06-11,2026-06-18,Business travel decoy: sessions from IN during a work trip (first visit to this country); access pattern and hours remain normal.
S0151,TSJ9915,business_travel,0,2026-06-14,2026-06-19,Business travel decoy: sessions from GB during a work trip (a country previously visited on business); access pattern and hours remain normal.
S0161,PHM0513,business_travel,0,2026-06-17,2026-06-22,Business travel decoy: sessions from GB during a work trip (a country previously visited on business); access pattern and hours remain normal.
S0159,HZX9435,business_travel,0,2026-06-22,2026-07-01,Business travel decoy: sessions from DE during a work trip (first visit to this country); access pattern and hours remain normal.
S0185,MQC6265,business_travel,0,2026-06-23,2026-06-27,Business travel decoy: sessions from DE during a work trip (first visit to this country); access pattern and hours remain normal.
S0154,PWL2596,business_travel,0,2026-06-24,2026-06-29,Business travel decoy: sessions from BR during a work trip (a country previously visited on business); access pattern and hours remain normal.
S0402,RZU1592,legit_role_change,0,2026-02-19,2026-03-10,"Legitimate role-change decoy: HR role_change on file, followed by expanded access into Legal."
S0394,DKY8909,legit_role_change,0,2026-02-24,2026-03-14,"Legitimate role-change decoy: HR role_change on file, followed by expanded access into Engineering."
S0400,ZZA4587,legit_role_change,0,2026-03-03,2026-03-26,"Legitimate role-change decoy: HR role_change on file, followed by expanded access into Finance."
S0365,PBG2200,legit_role_change,0,2026-03-13,2026-04-04,"Legitimate role-change decoy: HR role_change on file, followed by expanded access into HR."
S0389,SZU0525,legit_role_change,0,2026-03-14,2026-04-03,"Legitimate role-change decoy: HR role_change on file, followed by expanded access into DevOps."
S0384,DQZ4406,legit_role_change,0,2026-03-17,2026-04-10,"Legitimate role-change decoy: HR role_change on file, followed by expanded access into Legal."
S0401,RZR1761,legit_role_change,0,2026-03-18,2026-04-08,"Legitimate role-change decoy: HR role_change on file, followed by expanded access into Legal."
S0404,LCB1568,legit_role_change,0,2026-03-23,2026-04-07,"Legitimate role-change decoy: HR role_change on file, followed by expanded access into Sales."
S0387,VJS9473,legit_role_change,0,2026-03-25,2026-04-16,"Legitimate role-change decoy: HR role_change on file, followed by expanded access into Support."
S0375,KDX8366,legit_role_change,0,2026-03-27,2026-04-19,"Legitimate role-change decoy: HR role_change on file, followed by expanded access into DevOps."
S0368,CNY0484,legit_role_change,0,2026-03-29,2026-04-18,"Legitimate role-change decoy: HR role_change on file, followed by expanded access into HR."
S0395,RLF5434,legit_role_change,0,2026-04-03,2026-04-17,"Legitimate role-change decoy: HR role_change on file, followed by expanded access into Engineering."
S0407,NAF6431,legit_role_change,0,2026-04-03,2026-04-25,"Legitimate role-change decoy: HR role_change on file, followed by expanded access into Finance."
S0380,LJF1648,legit_role_change,0,2026-04-06,2026-04-26,"Legitimate role-change decoy: HR role_change on file, followed by expanded access into Legal."
S0391,LWK9207,legit_role_change,0,2026-04-07,2026-04-28,"Legitimate role-change decoy: HR role_change on file, followed by expanded access into HR."
S0403,ZYZ3045,legit_role_change,0,2026-04-09,2026-04-26,"Legitimate role-change decoy: HR role_change on file, followed by expanded access into Sales."
S0398,XNB5488,legit_role_change,0,2026-04-10,2026-05-03,"Legitimate role-change decoy: HR role_change on file, followed by expanded access into Engineering."
S0383,QWV1502,legit_role_change,0,2026-04-11,2026-04-30,"Legitimate role-change decoy: HR role_change on file, followed by expanded access into Sales."
S0378,HQY0328,legit_role_change,0,2026-04-12,2026-05-02,"Legitimate role-change decoy: HR role_change on file, followed by expanded access into HR."
S0405,WFZ8385,legit_role_change,0,2026-04-13,2026-04-28,"Legitimate role-change decoy: HR role_change on file, followed by expanded access into Support."
S0369,ZPM1121,legit_role_change,0,2026-04-16,2026-05-01,"Legitimate role-change decoy: HR role_change on file, followed by expanded access into Support."
S0373,THA0831,legit_role_change,0,2026-04-18,2026-05-09,"Legitimate role-change decoy: HR role_change on file, followed by expanded access into Engineering."
S0386,WSN8487,legit_role_change,0,2026-04-20,2026-05-06,"Legitimate role-change decoy: HR role_change on file, followed by expanded access into Legal."
S0371,RTK6170,legit_role_change,0,2026-04-25,2026-05-11,"Legitimate role-change decoy: HR role_change on file, followed by expanded access into DevOps."
S0374,MUX6778,legit_role_change,0,2026-04-26,2026-05-15,"Legitimate role-change decoy: HR role_change on file, followed by expanded access into HR."
S0376,EEL8338,legit_role_change,0,2026-04-27,2026-05-16,"Legitimate role-change decoy: HR role_change on file, followed by expanded access into HR."
S0385,NFG5180,legit_role_change,0,2026-04-27,2026-05-17,"Legitimate role-change decoy: HR role_change on file, followed by expanded access into IT."
S0382,WZD7435,legit_role_change,0,2026-04-29,2026-05-13,"Legitimate role-change decoy: HR role_change on file, followed by expanded access into IT."
S0381,JKQ9983,legit_role_change,0,2026-04-30,2026-05-19,"Legitimate role-change decoy: HR role_change on file, followed by expanded access into HR."
S0406,LBZ7347,legit_role_change,0,2026-05-03,2026-05-23,"Legitimate role-change decoy: HR role_change on file, followed by expanded access into DevOps."
S0388,URV9227,legit_role_change,0,2026-05-05,2026-05-26,"Legitimate role-change decoy: HR role_change on file, followed by expanded access into Support."
S0370,UWT0424,legit_role_change,0,2026-05-08,2026-06-01,"Legitimate role-change decoy: HR role_change on file, followed by expanded access into Sales."
S0372,PCH7421,legit_role_change,0,2026-05-10,2026-05-25,"Legitimate role-change decoy: HR role_change on file, followed by expanded access into IT."
S0393,HNV3692,legit_role_change,0,2026-05-10,2026-05-31,"Legitimate role-change decoy: HR role_change on file, followed by expanded access into DevOps."
S0397,GKB5174,legit_role_change,0,2026-05-10,2026-05-29,"Legitimate role-change decoy: HR role_change on file, followed by expanded access into HR."
S0379,SXN1549,legit_role_change,0,2026-05-17,2026-06-05,"Legitimate role-change decoy: HR role_change on file, followed by expanded access into Sales."
S0390,FGK0491,legit_role_change,0,2026-05-20,2026-06-12,"Legitimate role-change decoy: HR role_change on file, followed by expanded access into Sales."
S0392,LGB8139,legit_role_change,0,2026-05-21,2026-06-05,"Legitimate role-change decoy: HR role_change on file, followed by expanded access into IT."
S0399,WPP7340,legit_role_change,0,2026-05-23,2026-06-15,"Legitimate role-change decoy: HR role_change on file, followed by expanded access into Finance."
S0377,FGU4691,legit_role_change,0,2026-06-05,2026-06-28,"Legitimate role-change decoy: HR role_change on file, followed by expanded access into IT."
S0396,UDC1036,legit_role_change,0,2026-06-07,2026-07-01,"Legitimate role-change decoy: HR role_change on file, followed by expanded access into Sales."
S0366,LXZ8609,legit_role_change,0,2026-06-12,2026-06-26,"Legitimate role-change decoy: HR role_change on file, followed by expanded access into Support."
S0367,KRB4673,legit_role_change,0,2026-06-12,2026-06-29,"Legitimate role-change decoy: HR role_change on file, followed by expanded access into HR."
S0341,DDB3409,new_hire_onboarding,0,2026-02-15,2026-03-19,New-hire onboarding decoy: gradually broadening Engineering access over 33 days as normal ramp-up.
S0348,WTA6371,new_hire_onboarding,0,2026-02-15,2026-03-18,New-hire onboarding decoy: gradually broadening Support access over 32 days as normal ramp-up.
S0339,JNY6012,new_hire_onboarding,0,2026-02-17,2026-03-14,New-hire onboarding decoy: gradually broadening Engineering access over 26 days as normal ramp-up.
S0350,FAM1900,new_hire_onboarding,0,2026-02-17,2026-03-21,New-hire onboarding decoy: gradually broadening DevOps access over 33 days as normal ramp-up.
S0325,XJR8615,new_hire_onboarding,0,2026-02-21,2026-03-19,New-hire onboarding decoy: gradually broadening Engineering access over 27 days as normal ramp-up.
S0349,SFV7598,new_hire_onboarding,0,2026-02-21,2026-03-19,New-hire onboarding decoy: gradually broadening DevOps access over 27 days as normal ramp-up.
S0355,VVU9833,new_hire_onboarding,0,2026-02-23,2026-03-20,New-hire onboarding decoy: gradually broadening Engineering access over 26 days as normal ramp-up.
S0357,WQD6977,new_hire_onboarding,0,2026-02-23,2026-03-28,New-hire onboarding decoy: gradually broadening Support access over 34 days as normal ramp-up.
S0326,CZV3763,new_hire_onboarding,0,2026-02-25,2026-03-30,New-hire onboarding decoy: gradually broadening DevOps access over 34 days as normal ramp-up.
S0322,PGM8326,new_hire_onboarding,0,2026-02-26,2026-03-30,New-hire onboarding decoy: gradually broadening Engineering access over 33 days as normal ramp-up.
S0340,EXR7447,new_hire_onboarding,0,2026-03-02,2026-04-01,New-hire onboarding decoy: gradually broadening HR access over 31 days as normal ramp-up.
S0343,UQJ8329,new_hire_onboarding,0,2026-03-02,2026-04-03,New-hire onboarding decoy: gradually broadening Finance access over 33 days as normal ramp-up.
S0356,ASX1419,new_hire_onboarding,0,2026-03-08,2026-04-11,New-hire onboarding decoy: gradually broadening Support access over 35 days as normal ramp-up.
S0363,FRW3182,new_hire_onboarding,0,2026-03-09,2026-04-10,New-hire onboarding decoy: gradually broadening Engineering access over 33 days as normal ramp-up.
S0354,BYQ0055,new_hire_onboarding,0,2026-03-25,2026-04-25,New-hire onboarding decoy: gradually broadening Sales access over 32 days as normal ramp-up.
S0362,FKD9447,new_hire_onboarding,0,2026-03-28,2026-04-30,New-hire onboarding decoy: gradually broadening Sales access over 34 days as normal ramp-up.
S0330,NKG7115,new_hire_onboarding,0,2026-03-29,2026-05-01,New-hire onboarding decoy: gradually broadening IT access over 34 days as normal ramp-up.
S0337,XYA5835,new_hire_onboarding,0,2026-03-30,2026-05-02,New-hire onboarding decoy: gradually broadening IT access over 34 days as normal ramp-up.
S0344,HQK3324,new_hire_onboarding,0,2026-04-01,2026-04-29,New-hire onboarding decoy: gradually broadening Support access over 29 days as normal ramp-up.
S0352,FHR9973,new_hire_onboarding,0,2026-04-06,2026-05-03,New-hire onboarding decoy: gradually broadening Engineering access over 28 days as normal ramp-up.
S0353,VYY0720,new_hire_onboarding,0,2026-04-07,2026-05-07,New-hire onboarding decoy: gradually broadening Engineering access over 31 days as normal ramp-up.
S0324,TQS5889,new_hire_onboarding,0,2026-04-08,2026-05-07,New-hire onboarding decoy: gradually broadening IT access over 30 days as normal ramp-up.
S0347,UJW2838,new_hire_onboarding,0,2026-04-08,2026-05-10,New-hire onboarding decoy: gradually broadening Engineering access over 33 days as normal ramp-up.
S0342,XVC0594,new_hire_onboarding,0,2026-04-10,2026-05-14,New-hire onboarding decoy: gradually broadening IT access over 35 days as normal ramp-up.
S0329,BDA7532,new_hire_onboarding,0,2026-04-11,2026-05-09,New-hire onboarding decoy: gradually broadening IT access over 29 days as normal ramp-up.
S0327,MGY2196,new_hire_onboarding,0,2026-04-13,2026-05-10,New-hire onboarding decoy: gradually broadening Engineering access over 28 days as normal ramp-up.
S0336,VZM3725,new_hire_onboarding,0,2026-04-13,2026-05-13,New-hire onboarding decoy: gradually broadening IT access over 31 days as normal ramp-up.
S0333,HLH7567,new_hire_onboarding,0,2026-04-14,2026-05-17,New-hire onboarding decoy: gradually broadening DevOps access over 34 days as normal ramp-up.
S0346,VYZ7165,new_hire_onboarding,0,2026-04-21,2026-05-23,New-hire onboarding decoy: gradually broadening Engineering access over 33 days as normal ramp-up.
S0328,JVL5883,new_hire_onboarding,0,2026-04-25,2026-05-26,New-hire onboarding decoy: gradually broadening Finance access over 32 days as normal ramp-up.
S0335,CXT3659,new_hire_onboarding,0,2026-04-26,2026-05-30,New-hire onboarding decoy: gradually broadening IT access over 35 days as normal ramp-up.
S0338,DZG4068,new_hire_onboarding,0,2026-04-26,2026-05-23,New-hire onboarding decoy: gradually broadening Support access over 28 days as normal ramp-up.
S0332,AHP2632,new_hire_onboarding,0,2026-04-28,2026-05-29,New-hire onboarding decoy: gradually broadening DevOps access over 32 days as normal ramp-up.
S0364,RNP3279,new_hire_onboarding,0,2026-04-29,2026-06-01,New-hire onboarding decoy: gradually broadening DevOps access over 34 days as normal ramp-up.
S0345,YAW5851,new_hire_onboarding,0,2026-05-04,2026-06-06,New-hire onboarding decoy: gradually broadening Sales access over 34 days as normal ramp-up.
S0359,GNA5070,new_hire_onboarding,0,2026-05-04,2026-05-28,New-hire onboarding decoy: gradually broadening Sales access over 25 days as normal ramp-up.
S0360,KHF6510,new_hire_onboarding,0,2026-05-07,2026-06-09,New-hire onboarding decoy: gradually broadening Finance access over 34 days as normal ramp-up.
S0358,DTR1676,new_hire_onboarding,0,2026-05-12,2026-06-12,New-hire onboarding decoy: gradually broadening Engineering access over 32 days as normal ramp-up.
S0334,LFR9724,new_hire_onboarding,0,2026-05-16,2026-06-15,New-hire onboarding decoy: gradually broadening DevOps access over 31 days as normal ramp-up.
S0351,PHK3119,new_hire_onboarding,0,2026-05-28,2026-06-26,New-hire onboarding decoy: gradually broadening Support access over 30 days as normal ramp-up.
S0323,MRB9312,new_hire_onboarding,0,2026-05-30,2026-06-28,New-hire onboarding decoy: gradually broadening HR access over 30 days as normal ramp-up.
S0361,ZWD7442,new_hire_onboarding,0,2026-05-31,2026-06-29,New-hire onboarding decoy: gradually broadening DevOps access over 30 days as normal ramp-up.
S0331,RVG2870,new_hire_onboarding,0,2026-06-01,2026-06-30,New-hire onboarding decoy: gradually broadening Finance access over 30 days as normal ramp-up.
S0229,KVS9522,on_call_night_work,0,2026-02-15,2026-03-18,"On-call night-work decoy: legitimate off-hours activity on 5 night(s), normal files/sensitivity."
S0200,GTZ0192,on_call_night_work,0,2026-02-16,2026-03-10,"On-call night-work decoy: legitimate off-hours activity on 8 night(s), normal files/sensitivity."
S0212,LHD4579,on_call_night_work,0,2026-02-19,2026-03-25,"On-call night-work decoy: legitimate off-hours activity on 8 night(s), normal files/sensitivity."
S0194,JLN5393,on_call_night_work,0,2026-02-23,2026-03-28,"On-call night-work decoy: legitimate off-hours activity on 8 night(s), normal files/sensitivity."
S0196,QVG8689,on_call_night_work,0,2026-02-23,2026-03-17,"On-call night-work decoy: legitimate off-hours activity on 5 night(s), normal files/sensitivity."
S0208,KYD3626,on_call_night_work,0,2026-02-23,2026-03-27,"On-call night-work decoy: legitimate off-hours activity on 5 night(s), normal files/sensitivity."
S0215,YFK8135,on_call_night_work,0,2026-02-24,2026-03-23,"On-call night-work decoy: legitimate off-hours activity on 8 night(s), normal files/sensitivity."
S0228,PKA7047,on_call_night_work,0,2026-02-24,2026-03-18,"On-call night-work decoy: legitimate off-hours activity on 3 night(s), normal files/sensitivity."
S0218,MBR7933,on_call_night_work,0,2026-02-27,2026-03-30,"On-call night-work decoy: legitimate off-hours activity on 8 night(s), normal files/sensitivity."
S0225,JRM5199,on_call_night_work,0,2026-03-03,2026-03-29,"On-call night-work decoy: legitimate off-hours activity on 3 night(s), normal files/sensitivity."
S0202,MPG6197,on_call_night_work,0,2026-03-04,2026-03-24,"On-call night-work decoy: legitimate off-hours activity on 5 night(s), normal files/sensitivity."
S0210,FPV8534,on_call_night_work,0,2026-03-10,2026-04-02,"On-call night-work decoy: legitimate off-hours activity on 3 night(s), normal files/sensitivity."
S0222,DHH4426,on_call_night_work,0,2026-03-10,2026-03-30,"On-call night-work decoy: legitimate off-hours activity on 3 night(s), normal files/sensitivity."
S0209,LXG5367,on_call_night_work,0,2026-03-12,2026-04-08,"On-call night-work decoy: legitimate off-hours activity on 8 night(s), normal files/sensitivity."
S0235,EDY8122,on_call_night_work,0,2026-03-12,2026-04-13,"On-call night-work decoy: legitimate off-hours activity on 5 night(s), normal files/sensitivity."
S0204,WYG9423,on_call_night_work,0,2026-03-15,2026-04-17,"On-call night-work decoy: legitimate off-hours activity on 3 night(s), normal files/sensitivity."
S0219,ACZ8154,on_call_night_work,0,2026-03-19,2026-04-22,"On-call night-work decoy: legitimate off-hours activity on 3 night(s), normal files/sensitivity."
S0221,QKT5936,on_call_night_work,0,2026-03-23,2026-04-12,"On-call night-work decoy: legitimate off-hours activity on 8 night(s), normal files/sensitivity."
S0230,HUD1777,on_call_night_work,0,2026-03-27,2026-04-23,"On-call night-work decoy: legitimate off-hours activity on 8 night(s), normal files/sensitivity."
S0217,JJM7250,on_call_night_work,0,2026-03-30,2026-04-28,"On-call night-work decoy: legitimate off-hours activity on 5 night(s), normal files/sensitivity."
S0211,BXU0879,on_call_night_work,0,2026-03-31,2026-04-27,"On-call night-work decoy: legitimate off-hours activity on 5 night(s), normal files/sensitivity."
S0201,XMP7066,on_call_night_work,0,2026-04-06,2026-05-08,"On-call night-work decoy: legitimate off-hours activity on 3 night(s), normal files/sensitivity."
S0233,PLD6480,on_call_night_work,0,2026-04-14,2026-05-13,"On-call night-work decoy: legitimate off-hours activity on 8 night(s), normal files/sensitivity."
S0214,VWK1858,on_call_night_work,0,2026-04-17,2026-05-06,"On-call night-work decoy: legitimate off-hours activity on 5 night(s), normal files/sensitivity."
S0199,KPB4149,on_call_night_work,0,2026-04-20,2026-05-12,"On-call night-work decoy: legitimate off-hours activity on 5 night(s), normal files/sensitivity."
S0205,TZQ9935,on_call_night_work,0,2026-04-20,2026-05-19,"On-call night-work decoy: legitimate off-hours activity on 5 night(s), normal files/sensitivity."
S0232,UGN5077,on_call_night_work,0,2026-04-20,2026-05-15,"On-call night-work decoy: legitimate off-hours activity on 5 night(s), normal files/sensitivity."
S0224,JGK6296,on_call_night_work,0,2026-04-28,2026-05-30,"On-call night-work decoy: legitimate off-hours activity on 8 night(s), normal files/sensitivity."
S0234,KPJ6277,on_call_night_work,0,2026-04-29,2026-05-29,"On-call night-work decoy: legitimate off-hours activity on 3 night(s), normal files/sensitivity."
S0231,URE3093,on_call_night_work,0,2026-04-30,2026-05-29,"On-call night-work decoy: legitimate off-hours activity on 3 night(s), normal files/sensitivity."
S0198,PYP8182,on_call_night_work,0,2026-05-05,2026-06-02,"On-call night-work decoy: legitimate off-hours activity on 3 night(s), normal files/sensitivity."
S0220,CLU4292,on_call_night_work,0,2026-05-08,2026-06-05,"On-call night-work decoy: legitimate off-hours activity on 5 night(s), normal files/sensitivity."
S0193,SUQ8029,on_call_night_work,0,2026-05-09,2026-05-29,"On-call night-work decoy: legitimate off-hours activity on 5 night(s), normal files/sensitivity."
S0227,WXD2117,on_call_night_work,0,2026-05-09,2026-05-30,"On-call night-work decoy: legitimate off-hours activity on 8 night(s), normal files/sensitivity."
S0195,SDK3028,on_call_night_work,0,2026-05-10,2026-06-07,"On-call night-work decoy: legitimate off-hours activity on 3 night(s), normal files/sensitivity."
S0226,PMJ2575,on_call_night_work,0,2026-05-16,2026-06-15,"On-call night-work decoy: legitimate off-hours activity on 5 night(s), normal files/sensitivity."
S0197,VCL2588,on_call_night_work,0,2026-05-21,2026-06-22,"On-call night-work decoy: legitimate off-hours activity on 8 night(s), normal files/sensitivity."
S0213,CME8175,on_call_night_work,0,2026-05-23,2026-06-25,"On-call night-work decoy: legitimate off-hours activity on 3 night(s), normal files/sensitivity."
S0203,EWT2292,on_call_night_work,0,2026-05-27,2026-06-22,"On-call night-work decoy: legitimate off-hours activity on 8 night(s), normal files/sensitivity."
S0206,UKD6455,on_call_night_work,0,2026-06-01,2026-06-28,"On-call night-work decoy: legitimate off-hours activity on 8 night(s), normal files/sensitivity."
S0223,QGK7077,on_call_night_work,0,2026-06-01,2026-06-24,"On-call night-work decoy: legitimate off-hours activity on 5 night(s), normal files/sensitivity."
S0207,TZU4501,on_call_night_work,0,2026-06-09,2026-06-29,"On-call night-work decoy: legitimate off-hours activity on 3 night(s), normal files/sensitivity."
S0216,GQH7330,on_call_night_work,0,2026-06-09,2026-06-28,"On-call night-work decoy: legitimate off-hours activity on 3 night(s), normal files/sensitivity."
S0260,SLW4036,quarter_close_spike,0,2026-02-17,2026-02-25,Quarter-close volume spike decoy: file activity roughly 4x baseline over 9 days.
S0258,XQW0837,quarter_close_spike,0,2026-02-20,2026-02-27,Quarter-close volume spike decoy: file activity roughly 2x baseline over 8 days.
S0238,FWE2981,quarter_close_spike,0,2026-02-27,2026-03-07,Quarter-close volume spike decoy: file activity roughly 3x baseline over 9 days.
S0249,XBY3937,quarter_close_spike,0,2026-03-01,2026-03-09,Quarter-close volume spike decoy: file activity roughly 2x baseline over 9 days.
S0256,WJJ3459,quarter_close_spike,0,2026-03-03,2026-03-08,Quarter-close volume spike decoy: file activity roughly 3x baseline over 6 days.
S0277,RAV9544,quarter_close_spike,0,2026-03-07,2026-03-15,Quarter-close volume spike decoy: file activity roughly 3x baseline over 9 days.
S0271,APF7818,quarter_close_spike,0,2026-03-08,2026-03-12,Quarter-close volume spike decoy: file activity roughly 3x baseline over 5 days.
S0273,ASH2177,quarter_close_spike,0,2026-03-10,2026-03-19,Quarter-close volume spike decoy: file activity roughly 2x baseline over 10 days.
S0267,ZAD3041,quarter_close_spike,0,2026-03-12,2026-03-20,Quarter-close volume spike decoy: file activity roughly 2x baseline over 9 days.
S0242,SYG1392,quarter_close_spike,0,2026-03-14,2026-03-20,Quarter-close volume spike decoy: file activity roughly 4x baseline over 7 days.
S0263,PZE6660,quarter_close_spike,0,2026-03-16,2026-03-21,Quarter-close volume spike decoy: file activity roughly 4x baseline over 6 days.
S0275,KLZ7303,quarter_close_spike,0,2026-03-16,2026-03-21,Quarter-close volume spike decoy: file activity roughly 4x baseline over 6 days.
S0255,PPH2089,quarter_close_spike,0,2026-03-20,2026-03-24,Quarter-close volume spike decoy: file activity roughly 2x baseline over 5 days.
S0259,ZVF2710,quarter_close_spike,0,2026-03-20,2026-03-24,Quarter-close volume spike decoy: file activity roughly 3x baseline over 5 days.
S0252,MXP4447,quarter_close_spike,0,2026-03-21,2026-03-28,Quarter-close volume spike decoy: file activity roughly 2x baseline over 8 days.
S0254,ZVB8376,quarter_close_spike,0,2026-03-24,2026-03-31,Quarter-close volume spike decoy: file activity roughly 4x baseline over 8 days.
S0269,LZY0366,quarter_close_spike,0,2026-03-24,2026-03-29,Quarter-close volume spike decoy: file activity roughly 4x baseline over 6 days.
S0245,PVP1024,quarter_close_spike,0,2026-03-25,2026-04-02,Quarter-close volume spike decoy: file activity roughly 4x baseline over 9 days.
S0266,RBA1609,quarter_close_spike,0,2026-03-27,2026-04-01,Quarter-close volume spike decoy: file activity roughly 4x baseline over 6 days.
S0262,TFG1591,quarter_close_spike,0,2026-03-28,2026-04-05,Quarter-close volume spike decoy: file activity roughly 3x baseline over 9 days.
S0247,WLX3952,quarter_close_spike,0,2026-04-04,2026-04-12,Quarter-close volume spike decoy: file activity roughly 3x baseline over 9 days.
S0248,EWF9587,quarter_close_spike,0,2026-04-16,2026-04-25,Quarter-close volume spike decoy: file activity roughly 4x baseline over 10 days.
S0251,SYZ4998,quarter_close_spike,0,2026-04-16,2026-04-25,Quarter-close volume spike decoy: file activity roughly 4x baseline over 10 days.
S0272,VVR8997,quarter_close_spike,0,2026-04-20,2026-04-28,Quarter-close volume spike decoy: file activity roughly 4x baseline over 9 days.
S0237,RSQ5606,quarter_close_spike,0,2026-04-23,2026-05-02,Quarter-close volume spike decoy: file activity roughly 2x baseline over 10 days.
S0276,PWX3110,quarter_close_spike,0,2026-04-28,2026-05-07,Quarter-close volume spike decoy: file activity roughly 2x baseline over 10 days.
S0240,UML4272,quarter_close_spike,0,2026-05-05,2026-05-09,Quarter-close volume spike decoy: file activity roughly 2x baseline over 5 days.
S0265,PFZ1171,quarter_close_spike,0,2026-05-07,2026-05-13,Quarter-close volume spike decoy: file activity roughly 3x baseline over 7 days.
S0246,FPS7859,quarter_close_spike,0,2026-05-10,2026-05-17,Quarter-close volume spike decoy: file activity roughly 2x baseline over 8 days.
S0239,FXM5258,quarter_close_spike,0,2026-05-11,2026-05-18,Quarter-close volume spike decoy: file activity roughly 4x baseline over 8 days.
S0257,WBQ6532,quarter_close_spike,0,2026-05-22,2026-05-26,Quarter-close volume spike decoy: file activity roughly 4x baseline over 5 days.
S0250,RWL2205,quarter_close_spike,0,2026-05-24,2026-06-01,Quarter-close volume spike decoy: file activity roughly 3x baseline over 9 days.
S0270,DNM0765,quarter_close_spike,0,2026-05-24,2026-05-28,Quarter-close volume spike decoy: file activity roughly 2x baseline over 5 days.
S0236,BHW7050,quarter_close_spike,0,2026-05-29,2026-06-07,Quarter-close volume spike decoy: file activity roughly 4x baseline over 10 days.
S0261,TYS0561,quarter_close_spike,0,2026-06-01,2026-06-08,Quarter-close volume spike decoy: file activity roughly 2x baseline over 8 days.
S0241,FQD7162,quarter_close_spike,0,2026-06-03,2026-06-08,Quarter-close volume spike decoy: file activity roughly 3x baseline over 6 days.
S0243,ZMX3445,quarter_close_spike,0,2026-06-03,2026-06-10,Quarter-close volume spike decoy: file activity roughly 2x baseline over 8 days.
S0278,KSS9566,quarter_close_spike,0,2026-06-12,2026-06-16,Quarter-close volume spike decoy: file activity roughly 4x baseline over 5 days.
S0244,XBD0169,quarter_close_spike,0,2026-06-15,2026-06-23,Quarter-close volume spike decoy: file activity roughly 3x baseline over 9 days.
S0264,VHU4170,quarter_close_spike,0,2026-06-15,2026-06-21,Quarter-close volume spike decoy: file activity roughly 2x baseline over 7 days.
S0268,VXJ5240,quarter_close_spike,0,2026-06-15,2026-06-22,Quarter-close volume spike decoy: file activity roughly 3x baseline over 8 days.
S0274,WMF0666,quarter_close_spike,0,2026-06-15,2026-06-21,Quarter-close volume spike decoy: file activity roughly 3x baseline over 7 days.
S0253,FSK9241,quarter_close_spike,0,2026-06-20,2026-06-26,Quarter-close volume spike decoy: file activity roughly 3x baseline over 7 days.
S0448,SCA9486,remote_relocation,0,2026-02-16,2026-07-03,Remote relocation decoy: user permanently relocates to US from day 42 onward.
S0434,HXH6707,remote_relocation,0,2026-02-19,2026-07-03,Remote relocation decoy: user permanently relocates to IN from day 45 onward.
S0435,RKP1272,remote_relocation,0,2026-02-22,2026-07-03,Remote relocation decoy: user permanently relocates to US from day 48 onward.
S0443,JVA7931,remote_relocation,0,2026-02-25,2026-07-03,Remote relocation decoy: user permanently relocates to GB from day 51 onward.
S0408,PYB7646,remote_relocation,0,2026-02-27,2026-07-03,Remote relocation decoy: user permanently relocates to DE from day 53 onward.
S0442,GQM3009,remote_relocation,0,2026-03-03,2026-07-03,Remote relocation decoy: user permanently relocates to BR from day 57 onward.
S0423,VLE2985,remote_relocation,0,2026-03-04,2026-07-03,Remote relocation decoy: user permanently relocates to DE from day 58 onward.
S0438,JWY4263,remote_relocation,0,2026-03-06,2026-07-03,Remote relocation decoy: user permanently relocates to GB from day 60 onward.
S0429,UUS3207,remote_relocation,0,2026-03-12,2026-07-03,Remote relocation decoy: user permanently relocates to BR from day 66 onward.
S0433,QDT9172,remote_relocation,0,2026-03-14,2026-07-03,Remote relocation decoy: user permanently relocates to US from day 68 onward.
S0422,JEZ2409,remote_relocation,0,2026-03-18,2026-07-03,Remote relocation decoy: user permanently relocates to DE from day 72 onward.
S0427,FVA0221,remote_relocation,0,2026-03-18,2026-07-03,Remote relocation decoy: user permanently relocates to DE from day 72 onward.
S0421,QEU7845,remote_relocation,0,2026-03-20,2026-07-03,Remote relocation decoy: user permanently relocates to BR from day 74 onward.
